,int.,,,,,,,,,
ID,CTL,24hr,6hr,3hr,,,,,,
PH_hs_0046325,78.96296296,55.33333333,59.11111111,32,,,,,,
PH_hs_0046326,33.96296296,30.27777778,67.55555556,56.27777778,,,,,,
PH_hs_0046327,1,-0.388888889,1.333333333,3.166666667,,,,,,
PH_hs_0046328,290.1481481,342.3333333,410.5555556,375.7777778,,,,,,
PH_hs_0046329,16.51851852,26.44444444,16.38888889,13.72222222,,,,,,
PH_hs_0046330,97.48148148,94.86111111,86.16666667,110.3888889,,,,,,
PH_hs_0046331,1.925925926,2.277777778,2.888888889,1.944444444,,,,,,
PH_hs_0046332,122.7777778,101.3888889,124.0277778,71.33333333,,,,,,
PH_hs_0046333,675.2592593,640.3611111,618.25,630.3611111,,,,,,
PH_hs_0046334,513.7962963,521.0833333,379.6666667,386.4444444,,,,,,
PH_hs_0046335,30.81481481,71.55555556,37.30555556,43.83333333,,,,,,
PH_hs_0046336,107.3703704,77.55555556,63.27777778,53.33333333,,,,,,
PH_hs_0046337,75.33333333,61.66666667,71.08333333,62.38888889,,,,,,
PH_hs_0046338,1021.240741,1599.25,826.0555556,749.9722222,,,,,,
PH_hs_0046339,16.07407407,10.77777778,16.27777778,16.77777778,,,,,,
PH_hs_0046340,6337.592593,8141.666667,8993.027778,7682.722222,,,,,,
PH_hs_0046341,417.1296296,442.0555556,371.8888889,387.9444444,,,,,,
PH_hs_0046342,30.14814815,28.11111111,27.16666667,28.72222222,,,,,,
PH_hs_0046343,12.51851852,15.05555556,17.16666667,17.55555556,,,,,,
PH_hs_0046344,453.7777778,367.3888889,254.3888889,272.0555556,,,,,,
PH_hs_0046345,47.18518519,34.55555556,47.05555556,36.94444444,,,,,,
PH_hs_0046346,124.3703704,85.66666667,114.7777778,54.22222222,,,,,,
PH_hs_0046347,64.18518519,40.86111111,45.44444444,46.38888889,,,,,,
PH_hs_0046348,315.4074074,382.6111111,323.8333333,290.6666667,,,,,,
PH_hs_0046349,2.444444444,4.111111111,2.888888889,5.666666667,,,,,,
PH_hs_0046350,81.07407407,27.61111111,60.94444444,37.77777778,,,,,,
PH_hs_0046351,25.25925926,21.94444444,33,30.83333333,,,,,,
PH_hs_0046352,12.37037037,13.16666667,15.27777778,7.666666667,,,,,,
PH_hs_0046353,6.888888889,8.055555556,4.722222222,6.333333333,,,,,,
PH_hs_0046354,118.8148148,177.1666667,138.0555556,136.7222222,,,,,,
PH_hs_0046355,15.59259259,13,11.27777778,10,,,,,,
PH_hs_0046356,1836.740741,1474.888889,1202.222222,1395.444444,,,,,,
PH_hs_0046357,4.37037037,3.666666667,2.388888889,4.444444444,,,,,,
PH_hs_0046358,13.92592593,10.22222222,7.666666667,4.722222222,,,,,,
PH_hs_0046359,27.2962963,22.61111111,22.88888889,11.27777778,,,,,,
PH_hs_0046360,24.25925926,25.16666667,29.38888889,15.05555556,,,,,,
PH_hs_0046361,214.5,229.7777778,169.9444444,227.7222222,,,,,,
PH_hs_0046362,24.14814815,19.66666667,15.94444444,16.16666667,,,,,,
PH_hs_0046363,8.185185185,9.527777778,9.277777778,6.333333333,,,,,,
PH_hs_0046364,3.111111111,1.527777778,6.833333333,5.666666667,,,,,,
PH_hs_0046365,1.62962963,1.333333333,1.777777778,2.666666667,,,,,,
PH_hs_0046366,22.07407407,19.16666667,32.16666667,28.94444444,,,,,,
PH_hs_0046367,7.555555556,9,9.111111111,10.61111111,,,,,,
PH_hs_0046368,470.4259259,0.083333333,442.3611111,-4.388888889,,,,,,
PH_hs_0046369,0.222222222,1.333333333,1.944444444,1.722222222,,,,,,
PH_hs_0046370,14.51851852,13.66666667,6.666666667,6.333333333,,,,,,
PH_hs_0046371,86.40740741,70.05555556,118.3888889,117.0555556,,,,,,
PH_hs_0046372,857.6296296,601.1666667,831.6111111,684.1388889,,,,,,
PH_hs_0046373,2.444444444,4,3.388888889,6.333333333,,,,,,
PH_hs_0046374,373.5925926,346.7777778,352.6388889,363.2777778,,,,,,
PH_hs_0046375,47.37037037,41.66666667,68.66666667,53,,,,,,
PH_hs_0046376,2.777777778,2.277777778,3.888888889,3.5,,,,,,
PH_hs_0046377,50.48148148,36.61111111,28.16666667,41.61111111,,,,,,
PH_hs_0046378,69.12962963,73.88888889,78.88888889,78.88888889,,,,,,
PH_hs_0046379,133,58.11111111,96,83.27777778,,,,,,
PH_hs_0046380,5.703703704,5.166666667,6.666666667,3.888888889,,,,,,
PH_hs_0046381,192.8888889,222.8333333,168.75,145.2777778,,,,,,
PH_hs_0046382,22.66666667,20.33333333,20.77777778,13.38888889,,,,,,
PH_hs_0046383,35.66666667,32.11111111,23.72222222,27.61111111,,,,,,
PH_hs_0046384,197.1481481,186.0833333,198.5,115.1111111,,,,,,
PH_hs_0046385,30.92592593,39.61111111,20,26.16666667,,,,,,
PH_hs_0046386,25.74074074,23.5,20.5,13.44444444,,,,,,
PH_hs_0046387,48,112.3055556,77.16666667,80.72222222,,,,,,
PH_hs_0046388,32.81481481,28.77777778,35.27777778,24.72222222,,,,,,
PH_hs_0046389,15.74074074,9.277777778,19.11111111,15.44444444,,,,,,
PH_hs_0046390,89.92592593,86.77777778,67.94444444,90.27777778,,,,,,
PH_hs_0046391,149.8333333,172.3333333,188.1388889,182.6944444,,,,,,
PH_hs_0046392,1.37037037,1.333333333,2.388888889,2.666666667,,,,,,
PH_hs_0046393,380.962963,286.1944444,327.9722222,307.6666667,,,,,,
PH_hs_0046394,8.296296296,6.083333333,7.833333333,6.333333333,,,,,,
PH_hs_0046395,53.18518519,43.44444444,35.5,32.72222222,,,,,,
PH_hs_0046396,14.11111111,14.11111111,12.72222222,12,,,,,,
PH_hs_0046397,1.185185185,1.666666667,1.777777778,1.333333333,,,,,,
PH_hs_0046398,262.6111111,272.1666667,218.8888889,257.7777778,,,,,,
PH_hs_0046399,14.48148148,7.333333333,8.277777778,6.444444444,,,,,,
PH_hs_0046400,38.48148148,28.5,40.55555556,37.66666667,,,,,,
PH_hs_0046401,27.74074074,21.77777778,27.16666667,25.66666667,,,,,,
PH_hs_0046402,98.85185185,171.0555556,88.41666667,55.5,,,,,,
PH_hs_0046403,140,106,160.5,155.3333333,,,,,,
PH_hs_0046404,18.85185185,16.5,25.5,24.72222222,,,,,,
PH_hs_0046405,3.148148148,4,1.333333333,1.944444444,,,,,,
PH_hs_0046406,141.8148148,199.8888889,136.0277778,140.0555556,,,,,,
PH_hs_0046407,8.555555556,7.25,11,10,,,,,,
PH_hs_0046408,6.407407407,7.694444444,6.944444444,6.333333333,,,,,,
PH_hs_0046409,32.59259259,25.55555556,23.72222222,23.27777778,,,,,,
PH_hs_0046410,8.185185185,6.333333333,11.16666667,5.666666667,,,,,,
PH_hs_0046411,11.7037037,11.11111111,14.77777778,16.22222222,,,,,,
PH_hs_0046412,37.77777778,27.86111111,39.16666667,48,,,,,,
PH_hs_0046413,2.740740741,2.722222222,5.388888889,4.722222222,,,,,,
PH_hs_0046414,12.48148148,11.02777778,13.61111111,10.66666667,,,,,,
PH_hs_0046415,16.96296296,10,9.111111111,13.88888889,,,,,,
PH_hs_0046416,5.37037037,4.833333333,6.111111111,7.722222222,,,,,,
PH_hs_0046417,2119.388889,2283.805556,1920.611111,2383.777778,,,,,,
PH_hs_0046418,151.5925926,244.7777778,197.2777778,207.5555556,,,,,,
PH_hs_0046419,70.22222222,60.66666667,59.61111111,69.05555556,,,,,,
PH_hs_0046420,307.3518519,225.1111111,136.3333333,150.5555556,,,,,,
PH_hs_0046421,345.5185185,430.9444444,199.1666667,210.5555556,,,,,,
PH_hs_0046422,84.07407407,67.38888889,66.83333333,30.83333333,,,,,,
PH_hs_0046423,8.62962963,6.388888889,5.444444444,3.5,,,,,,
PH_hs_0046424,8.962962963,10.66666667,9.222222222,7,,,,,,
PH_hs_0046425,199.9444444,113.6111111,376.8888889,221.8888889,,,,,,
PH_hs_0046426,3.037037037,3.944444444,4,6.333333333,,,,,,
PH_hs_0046427,24.92592593,36.52777778,38.77777778,57.88888889,,,,,,
PH_hs_0046428,259.2592593,158.6111111,136.8888889,158.7222222,,,,,,
PH_hs_0046429,2.37037037,2.111111111,1.944444444,1.944444444,,,,,,
PH_hs_0046430,7.074074074,2.888888889,1.333333333,1,,,,,,
PH_hs_0046431,1.777777778,2.722222222,3.611111111,2.666666667,,,,,,
PH_hs_0046432,69.14814815,55.94444444,64.27777778,60.38888889,,,,,,
PH_hs_0046433,9526.074074,8995.555556,8457.888889,8617.055556,,,,,,
PH_hs_0046434,10.14814815,9.527777778,6.111111111,7.944444444,,,,,,
PH_hs_0046435,65.38888889,48.83333333,47.44444444,31.44444444,,,,,,
PH_hs_0046436,251.2222222,122.4444444,189.3055556,160.1388889,,,,,,
PH_hs_0046437,463.7777778,370.2222222,245.8888889,304.4444444,,,,,,
PH_hs_0046438,19.44444444,16.83333333,10.77777778,11.27777778,,,,,,
PH_hs_0046439,91.55555556,126.5555556,85,98.05555556,,,,,,
PH_hs_0046440,35.40740741,29.11111111,18.11111111,12.27777778,,,,,,
PH_hs_0046441,21.88888889,17.05555556,19.5,24,,,,,,
PH_hs_0046442,272.8703704,232.4444444,245.1111111,271.2777778,,,,,,
PH_hs_0046443,223.6296296,199.3888889,87.05555556,246.4444444,,,,,,
PH_hs_0046444,136.4444444,89.77777778,70.16666667,70.5,,,,,,
PH_hs_0046445,14.2962963,24.61111111,8.277777778,4.722222222,,,,,,
PH_hs_0046446,11.7037037,19.72222222,15.27777778,15.72222222,,,,,,
PH_hs_0046447,151.537037,113.0555556,145.2222222,104.0555556,,,,,,
PH_hs_0046448,234.6851852,246.8333333,249.25,255.1944444,,,,,,
PH_hs_0046449,21.59259259,15.11111111,14.55555556,7.944444444,,,,,,
PH_hs_0046450,338.1666667,293.8055556,385.3888889,274.3333333,,,,,,
PH_hs_0046451,33.2962963,20.77777778,29.05555556,25.88888889,,,,,,
PH_hs_0046452,325.3888889,484.5555556,248.75,275.5,,,,,,
PH_hs_0046453,6.666666667,7.722222222,7.666666667,10.44444444,,,,,,
PH_hs_0046454,1.518518519,1.944444444,3.388888889,3.166666667,,,,,,
PH_hs_0046455,58.75925926,77.94444444,78.27777778,98.27777778,,,,,,
PH_hs_0046456,47.37037037,41.72222222,40.05555556,41.38888889,,,,,,
PH_hs_0046457,95.2962963,63.25,127.2222222,133.4722222,,,,,,
PH_hs_0046458,1886.518519,1635,1642.611111,2132.805556,,,,,,
PH_hs_0046459,3.37037037,2.111111111,1.777777778,2.666666667,,,,,,
PH_hs_0046460,62.2962963,52.72222222,59.72222222,40.38888889,,,,,,
PH_hs_0046461,8.407407407,9.527777778,7.333333333,6.333333333,,,,,,
PH_hs_0046462,79.44444444,84.19444444,90.94444444,94.05555556,,,,,,
PH_hs_0046463,7,9.083333333,5.833333333,6.888888889,,,,,,
PH_hs_0046464,156.0740741,118.3333333,161.25,175.3888889,,,,,,
PH_hs_0046465,62.96296296,82.27777778,60.22222222,61.94444444,,,,,,
PH_hs_0046466,10.37037037,9.444444444,10.22222222,11.11111111,,,,,,
PH_hs_0046467,440.2222222,457.7222222,396,419.25,,,,,,
PH_hs_0046468,26391.96296,17571.61111,17633.16667,17598.44444,,,,,,
PH_hs_0046469,266.4259259,396.5,217.6388889,241.75,,,,,,
PH_hs_0046470,1679.018519,2507,2371,1700.916667,,,,,,
PH_hs_0046471,11.07407407,10.66666667,12.11111111,12,,,,,,
PH_hs_0046472,26.51851852,21.25,25.61111111,24.5,,,,,,
PH_hs_0046473,124.8333333,89.61111111,112.5,99.38888889,,,,,,
PH_hs_0046474,8.37037037,10.44444444,10.05555556,10.66666667,,,,,,
PH_hs_0046475,11.92592593,13.88888889,17.22222222,19.16666667,,,,,,
PH_hs_0046476,9.333333333,8,6.833333333,7,,,,,,
PH_hs_0046477,13.14814815,15.5,16.61111111,22.44444444,,,,,,
PH_hs_0046478,15.55555556,11.25,7.222222222,7.277777778,,,,,,
PH_hs_0046479,24.2962963,31.11111111,28.16666667,35.16666667,,,,,,
PH_hs_0046480,322.5185185,198.2777778,246.7222222,269.8333333,,,,,,
PH_hs_0046481,105.5185185,99.11111111,116.6111111,112.5,,,,,,
PH_hs_0046482,158.1111111,119.2777778,120.1666667,93.72222222,,,,,,
PH_hs_0046483,41.77777778,33.66666667,31.05555556,30.5,,,,,,
PH_hs_0046484,123.3148148,134.8055556,102.1111111,123.6111111,,,,,,
PH_hs_0046485,15.40740741,13.44444444,10.05555556,12.38888889,,,,,,
PH_hs_0046486,6.222222222,7.222222222,8.055555556,6.333333333,,,,,,
PH_hs_0046487,43.40740741,42.55555556,48.66666667,35.22222222,,,,,,
PH_hs_0046488,21.48148148,24.41666667,26.77777778,30.11111111,,,,,,
PH_hs_0046489,1100.111111,1107.722222,737.6666667,767.4166667,,,,,,
PH_hs_0046490,2409.074074,2720.833333,2797.361111,2544.472222,,,,,,
PH_hs_0046491,46.96296296,44.05555556,53.22222222,49.5,,,,,,
PH_hs_0046492,426.7407407,433.3055556,565.1111111,596.1944444,,,,,,
PH_hs_0046493,1.259259259,1.666666667,3.388888889,4.722222222,,,,,,
PH_hs_0046494,27.81481481,52.66666667,40.77777778,31.38888889,,,,,,
PH_hs_0046495,2605.518519,2191.833333,2080.166667,1948.944444,,,,,,
PH_hs_0046496,59.40740741,14.72222222,17.38888889,9.777777778,,,,,,
PH_hs_0046497,492.4814815,311.9444444,273.6111111,432.8888889,,,,,,
PH_hs_0046498,217.462963,95.11111111,103.5,94.83333333,,,,,,
PH_hs_0046499,27.03703704,29.19444444,23.5,26.22222222,,,,,,
PH_hs_0046500,37.31481481,34.22222222,68.36111111,70.83333333,,,,,,
PH_hs_0046501,45.16666667,42.55555556,32.33333333,29.66666667,,,,,,
PH_hs_0046502,44.55555556,31.38888889,27.22222222,21.88888889,,,,,,
PH_hs_0046503,2059.703704,2501.333333,1965,2192.194444,,,,,,
PH_hs_0046504,158.2407407,111.5555556,93.38888889,83.22222222,,,,,,
PH_hs_0046505,63.11111111,60.33333333,71.83333333,57,,,,,,
PH_hs_0046506,90.62962963,81.58333333,142.75,110.6388889,,,,,,
PH_hs_0046507,16.55555556,13.63888889,18.5,13.55555556,,,,,,
PH_hs_0046508,7.851851852,8.5,4.833333333,9.277777778,,,,,,
PH_hs_0046509,37.25925926,39.94444444,57.61111111,56.27777778,,,,,,
PH_hs_0046510,711.2407407,782.8888889,685.3055556,771.1388889,,,,,,
PH_hs_0046511,165.3333333,181.7777778,141.4166667,141.1666667,,,,,,
PH_hs_0046512,0.703703704,1.555555556,1.777777778,1.944444444,,,,,,
PH_hs_0046513,3749.092593,3052.055556,2577.277778,3050.888889,,,,,,
PH_hs_0046514,1.518518519,0.361111111,1.333333333,1.944444444,,,,,,
PH_hs_0046515,49.51851852,64.44444444,39.16666667,45.5,,,,,,
PH_hs_0046516,4.777777778,3.944444444,2.888888889,5.5,,,,,,
PH_hs_0046517,11.2962963,9.083333333,8.777777778,6.333333333,,,,,,
PH_hs_0046518,37.92592593,31.22222222,32.66666667,28.05555556,,,,,,
PH_hs_0046519,7.37037037,5.555555556,6.277777778,7.722222222,,,,,,
PH_hs_0046520,42.40740741,39.61111111,40.27777778,43.16666667,,,,,,
PH_hs_0046521,4.259259259,3.444444444,5.833333333,3.888888889,,,,,,
PH_hs_0046522,9.703703704,9.972222222,9.111111111,12.88888889,,,,,,
PH_hs_0046523,5.333333333,5.611111111,3.388888889,6.333333333,,,,,,
PH_hs_0046524,16.40740741,13.44444444,14.77777778,14.55555556,,,,,,
PH_hs_0046525,26.85185185,25.77777778,24.83333333,23.77777778,,,,,,
PH_hs_0046526,64.44444444,69.66666667,43.38888889,47.11111111,,,,,,
PH_hs_0046527,2070.277778,1733.638889,1460.722222,1599.833333,,,,,,
PH_hs_0046528,391.1481481,445.4166667,328.3333333,242.8888889,,,,,,
PH_hs_0046529,1130.685185,1100.666667,1594.944444,1201.277778,,,,,,
PH_hs_0046530,216.3888889,198.2777778,172.2777778,166.5,,,,,,
PH_hs_0046531,740.0740741,658.3888889,665.6944444,459.3333333,,,,,,
PH_hs_0046532,21.48148148,23.88888889,25.5,32.72222222,,,,,,
PH_hs_0046533,61.37037037,65.22222222,46.11111111,53.11111111,,,,,,
PH_hs_0046534,148.5185185,166.1111111,122.5,171.7777778,,,,,,
PH_hs_0046535,41.62962963,42.55555556,30.55555556,45.38888889,,,,,,
PH_hs_0046536,1.962962963,2.277777778,1.333333333,3.166666667,,,,,,
PH_hs_0046537,18156.03704,14073.38889,17596.38889,17193.11111,,,,,,
PH_hs_0046538,107.5185185,97.36111111,118.3888889,109.3888889,,,,,,
PH_hs_0046539,6.740740741,4.388888889,6.666666667,5.5,,,,,,
PH_hs_0046540,21.14814815,18.16666667,31.83333333,23.88888889,,,,,,
PH_hs_0046541,432,330.1111111,382.9166667,342.8888889,,,,,,
PH_hs_0046542,71.53703704,53.27777778,53.16666667,41.55555556,,,,,,
PH_hs_0046543,77.25925926,78.72222222,58.61111111,46.83333333,,,,,,
PH_hs_0046544,64.51851852,69.38888889,93.30555556,85.38888889,,,,,,
PH_hs_0046545,3.962962963,4.611111111,7.166666667,6.333333333,,,,,,
PH_hs_0046546,43.62962963,36.5,46.38888889,32.72222222,,,,,,
PH_hs_0046547,3.888888889,4.222222222,5,3.888888889,,,,,,
PH_hs_0046548,53.68518519,50.27777778,55.83333333,65.94444444,,,,,,
PH_hs_0046549,109.5185185,87.83333333,109.2222222,79.83333333,,,,,,
PH_hs_0046550,64.51851852,47.83333333,66,73.94444444,,,,,,
PH_hs_0046551,104.2962963,79,71.22222222,81.77777778,,,,,,
PH_hs_0046552,46.24074074,35.36111111,47.05555556,27.05555556,,,,,,
PH_hs_0046553,17.77777778,15.94444444,21,14.05555556,,,,,,
PH_hs_0046554,13.2962963,17.11111111,15.72222222,16.5,,,,,,
PH_hs_0046555,3.185185185,3.777777778,5.833333333,7.055555556,,,,,,
PH_hs_0046556,18.03703704,15.5,17.22222222,10.44444444,,,,,,
PH_hs_0046557,21.74074074,32.94444444,28.44444444,24.11111111,,,,,,
PH_hs_0046558,11.40740741,13,12.72222222,9.333333333,,,,,,
PH_hs_0046559,54.55555556,52,46.33333333,57.22222222,,,,,,
PH_hs_0046560,30.7037037,27.61111111,25.66666667,21.22222222,,,,,,
PH_hs_0046561,13.40740741,15.22222222,20.5,26.94444444,,,,,,
PH_hs_0046562,17.33333333,13,19.66666667,14.66666667,,,,,,
PH_hs_0046563,4.851851852,5.611111111,11.88888889,12.88888889,,,,,,
PH_hs_0046564,30.66666667,22.38888889,19.88888889,15.38888889,,,,,,
PH_hs_0046565,175.1111111,111.5555556,94.27777778,89.94444444,,,,,,
PH_hs_0046566,43.74074074,39.38888889,51.36111111,43.38888889,,,,,,
PH_hs_0046567,6.111111111,6.083333333,4.444444444,3.888888889,,,,,,
PH_hs_0046568,5.962962963,3.055555556,5.833333333,5.5,,,,,,
PH_hs_0046569,6.407407407,6.416666667,6.277777778,6.333333333,,,,,,
PH_hs_0046570,33.25925926,26.72222222,28.72222222,29.61111111,,,,,,
PH_hs_0046571,47.11111111,52.05555556,52.83333333,61.5,,,,,,
PH_hs_0046572,85.24074074,54.33333333,54.88888889,64.27777778,,,,,,
PH_hs_0046573,31.44444444,26.11111111,22.61111111,20.5,,,,,,
PH_hs_0046574,126.037037,107.0277778,120.0555556,128.6111111,,,,,,
PH_hs_0046575,18.7037037,11.58333333,11.72222222,15.44444444,,,,,,
PH_hs_0046576,5.518518519,4.388888889,6.833333333,2.666666667,,,,,,
PH_hs_0046577,75.77777778,83.55555556,86.22222222,85.83333333,,,,,,
PH_hs_0046578,31.88888889,27.08333333,42.83333333,40.27777778,,,,,,
PH_hs_0046579,14.16666667,16.5,9.055555556,16.55555556,,,,,,
PH_hs_0046580,2.703703704,2.722222222,4,4.722222222,,,,,,
PH_hs_0046581,26.11111111,24.72222222,36.66666667,17.66666667,,,,,,
PH_hs_0046582,45.74074074,53.38888889,40.77777778,36.88888889,,,,,,
PH_hs_0046583,580.9074074,335.5277778,212.6666667,125.0555556,,,,,,
PH_hs_0046584,34.77777778,32.11111111,45.33333333,51.61111111,,,,,,
PH_hs_0046585,7.777777778,7.055555556,10.22222222,8.611111111,,,,,,
PH_hs_0046586,19.74074074,16.5,15.11111111,19.05555556,,,,,,
PH_hs_0046587,48.7962963,70.05555556,59.27777778,107.5555556,,,,,,
PH_hs_0046588,26.18518519,21.88888889,34.33333333,34.61111111,,,,,,
PH_hs_0046589,35.81481481,33.88888889,30.88888889,33.77777778,,,,,,
PH_hs_0046590,14.07407407,11.11111111,14.77777778,9.277777778,,,,,,
PH_hs_0046591,20.62962963,20.83333333,17.16666667,23.22222222,,,,,,
PH_hs_0046592,8.962962963,4.833333333,5,3.888888889,,,,,,
PH_hs_0046593,8.962962963,7.611111111,7.166666667,3.5,,,,,,
PH_hs_0046594,13.40740741,8.388888889,15.11111111,10,,,,,,
PH_hs_0046595,14.51851852,11.33333333,7.333333333,4.722222222,,,,,,
PH_hs_0046596,87.96296296,86.52777778,72.55555556,67.22222222,,,,,,
PH_hs_0046597,12.2962963,17.5,19.33333333,25.5,,,,,,
PH_hs_0046601,6.740740741,7.666666667,5.444444444,6.333333333,,,,,,
PH_hs_0046602,8.185185185,8.527777778,3.888888889,9.888888889,,,,,,
PH_hs_0046603,14.48148148,9,10.33333333,7.944444444,,,,,,
PH_hs_0046604,0.62962963,0.944444444,2.888888889,0.388888889,,,,,,
PH_hs_0046605,5.555555556,6.805555556,4.833333333,7.944444444,,,,,,
PH_hs_0046606,52.55555556,56.55555556,55.33333333,61.44444444,,,,,,
PH_hs_0046607,57.35185185,93.16666667,83.38888889,39.05555556,,,,,,
PH_hs_0046608,59.7037037,30.16666667,36.94444444,35.83333333,,,,,,
PH_hs_0046609,11.96296296,11.38888889,17.55555556,20.38888889,,,,,,
PH_hs_0046610,15.62962963,10.83333333,17.55555556,14.27777778,,,,,,
PH_hs_0046611,508,351,456.0833333,517.9444444,,,,,,
PH_hs_0046612,2,1.666666667,0.777777778,3.166666667,,,,,,
PH_hs_0046613,1.185185185,1.666666667,2.388888889,1.333333333,,,,,,
PH_hs_0046614,73.16666667,61.61111111,71.16666667,68.33333333,,,,,,
PH_hs_0046615,19.40740741,21.72222222,24.55555556,21.77777778,,,,,,
PH_hs_0046616,104.1666667,141.5,94.33333333,128.8055556,,,,,,
PH_hs_0046617,2.296296296,1.666666667,2.388888889,1,,,,,,
PH_hs_0046618,25.44444444,16.22222222,15.77777778,13.55555556,,,,,,
PH_hs_0046619,8.888888889,7.611111111,6.666666667,7.277777778,,,,,,
PH_hs_0046620,28.92592593,67.5,19.94444444,17.66666667,,,,,,
PH_hs_0046621,8.222222222,9.277777778,10.05555556,12.38888889,,,,,,
PH_hs_0046622,9.666666667,4.111111111,6.277777778,6.333333333,,,,,,
PH_hs_0046623,248.2962963,153.2222222,287.0555556,290.3055556,,,,,,
PH_hs_0046624,1.518518519,2.277777778,3.888888889,2.666666667,,,,,,
PH_hs_0046625,38.59259259,40.44444444,43.22222222,58.55555556,,,,,,
PH_hs_0046626,5.555555556,7.222222222,3,5.666666667,,,,,,
PH_hs_0046627,8.111111111,4,2.944444444,3.166666667,,,,,,
PH_hs_0046628,61.55555556,56.77777778,71.27777778,95.66666667,,,,,,
PH_hs_0046629,4.333333333,2.722222222,2,5.666666667,,,,,,
PH_hs_0046630,25.25925926,27,33.55555556,29.66666667,,,,,,
PH_hs_0046631,6.851851852,8.944444444,5.833333333,6.888888889,,,,,,
PH_hs_0046632,2.222222222,2.277777778,1.944444444,1.944444444,,,,,,
PH_hs_0046633,3.592592593,4.611111111,5.444444444,4.722222222,,,,,,
PH_hs_0046634,18.81481481,15.27777778,16.22222222,14.11111111,,,,,,
PH_hs_0046635,58.88888889,68,80.27777778,105,,,,,,
PH_hs_0046636,5.555555556,8.166666667,6.666666667,8.611111111,,,,,,
PH_hs_0046637,3.407407407,2.722222222,2.388888889,2.666666667,,,,,,
PH_hs_0046638,29.2962963,28,42.11111111,32,,,,,,
PH_hs_0046639,179.9814815,159.4444444,156.8333333,181.6111111,,,,,,
PH_hs_0046640,41.40740741,54.38888889,42.11111111,37.5,,,,,,
PH_hs_0046641,190,152.4444444,253.0555556,188.8611111,,,,,,
PH_hs_0046642,2.222222222,2.277777778,3.388888889,3.888888889,,,,,,
PH_hs_0046643,12,15.77777778,16.44444444,14.16666667,,,,,,
PH_hs_0046644,37.85185185,43.33333333,25.83333333,19.88888889,,,,,,
PH_hs_0046645,46.88888889,33,24.16666667,30.66666667,,,,,,
PH_hs_0046646,3.703703704,4,3.388888889,4.777777778,,,,,,
PH_hs_0046647,4,3.222222222,3.888888889,3.5,,,,,,
PH_hs_0046648,-0.111111111,1.083333333,1.333333333,3.5,,,,,,
PH_hs_0046649,36.25925926,30.61111111,43.44444444,45.61111111,,,,,,
PH_hs_0046650,173.9259259,155.2777778,148.3611111,171.1944444,,,,,,
PH_hs_0046651,5.37037037,7.25,5.444444444,7.277777778,,,,,,
PH_hs_0046652,13.87037037,10.83333333,9.277777778,7.777777778,,,,,,
PH_hs_0046653,26.85185185,23.16666667,17.88888889,13.72222222,,,,,,
PH_hs_0046654,421.2777778,393.5277778,343.8333333,384.8333333,,,,,,
PH_hs_0046655,35.85185185,59.22222222,42.5,46.38888889,,,,,,
PH_hs_0046656,152.2962963,117.5,119.3888889,109,,,,,,
PH_hs_0046657,2.296296296,1.944444444,3.388888889,3.166666667,,,,,,
PH_hs_0046658,112.0925926,80.80555556,24.05555556,37.61111111,,,,,,
PH_hs_0046659,6.592592593,5.111111111,2.277777778,2.666666667,,,,,,
PH_hs_0046660,46.77777778,36.55555556,43.61111111,39.16666667,,,,,,
PH_hs_0046661,32.03703704,47.83333333,38.94444444,45.72222222,,,,,,
PH_hs_0046662,191.0740741,158.25,151.2777778,126.4444444,,,,,,
PH_hs_0046663,10.18518519,10.11111111,9.777777778,8.666666667,,,,,,
PH_hs_0046664,13.03703704,19.16666667,16.94444444,20.5,,,,,,
PH_hs_0046665,9.962962963,10.41666667,8.777777778,4.722222222,,,,,,
PH_hs_0046666,1.222222222,1.333333333,1.944444444,1.944444444,,,,,,
PH_hs_0046667,7.111111111,7.611111111,7.833333333,11.11111111,,,,,,
PH_hs_0046668,44.72222222,25.22222222,29.05555556,34,,,,,,
PH_hs_0046669,18.62962963,17.61111111,15.66666667,15.11111111,,,,,,
PH_hs_0046670,43.33333333,35.66666667,41.44444444,41.66666667,,,,,,
PH_hs_0046671,15.07407407,10.33333333,12.66666667,10.66666667,,,,,,
PH_hs_0046672,28.74074074,23.5,29,20.5,,,,,,
PH_hs_0046673,6.222222222,11.11111111,6.944444444,7.277777778,,,,,,
PH_hs_0046674,23.62962963,37.22222222,38.05555556,37.5,,,,,,
PH_hs_0046675,9.888888889,8.111111111,4.444444444,3.5,,,,,,
PH_hs_0046676,25.2962963,27.72222222,28.22222222,31.16666667,,,,,,
PH_hs_0046677,10.2962963,6.111111111,5.611111111,7.277777778,,,,,,
PH_hs_0046678,2.777777778,5.388888889,3.611111111,5.666666667,,,,,,
PH_hs_0046679,8.37037037,11.66666667,10.77777778,13.88888889,,,,,,
PH_hs_0046680,0.962962963,1.333333333,1.777777778,2.666666667,,,,,,
PH_hs_0046681,16.03703704,18.77777778,15.72222222,19.88888889,,,,,,
PH_hs_0046682,73.33333333,50.27777778,40.27777778,21.33333333,,,,,,
PH_hs_0046683,29.22222222,19.94444444,33.16666667,31.94444444,,,,,,
PH_hs_0046684,10.11111111,7.611111111,10.05555556,7,,,,,,
PH_hs_0046685,28.88888889,25.33333333,33.88888889,22.61111111,,,,,,
PH_hs_0046686,2.592592593,2.111111111,2.888888889,7.277777778,,,,,,
