probe id,Control,0.25mg-6hr,0.25mg-24hr,0.25mg-48hr,0.50mg-6hr,0.50mg-24hr,0.50mg-48hr,,,,,,,,,,,,,,,,,,,
PH_hs_0027554,9.412698413,8.603174603,7.031746032,9.444444444,12.63492063,15.74603175,8.492063492,,,,,,,,,,,,,,,,,,,
PH_hs_0027555,4.126984127,6.380952381,8.492063492,8.904761905,6.396825397,6.666666667,7.880952381,,,,,,,,,,,,,,,,,,,
PH_hs_0027556,3.865079365,2.111111111,2.26984127,2.492063492,3.698412698,171.4603175,1.73015873,,,,,,,,,,,,,,,,,,,
PH_hs_0027558,2.904761905,5.253968254,5.317460317,7.317460317,7.285714286,5.523809524,4.849206349,,,,,,,,,,,,,,,,,,,
PH_hs_0027559,1.698412698,5.198412698,9.825396825,4.285714286,9.555555556,744.5,4.555555556,,,,,,,,,,,,,,,,,,,
PH_hs_0027560,353.484127,240.7063492,268.2222222,325.3174603,298.6428571,343.1746032,357.5,,,,,,,,,,,,,,,,,,,
PH_hs_0027561,7.555555556,10.92063492,9.984126984,12.23809524,14.04761905,8.349206349,6.650793651,,,,,,,,,,,,,,,,,,,
PH_hs_0027562,161,153.0952381,153.7777778,122.7222222,141.8888889,187.5793651,136.1825397,,,,,,,,,,,,,,,,,,,
PH_hs_0027563,19.47619048,15.07936508,19.6031746,22.65079365,19.97619048,24.61904762,24.76190476,,,,,,,,,,,,,,,,,,,
PH_hs_0027564,16.77777778,11.96825397,17.88888889,9.238095238,16.58730159,318.7936508,14.14285714,,,,,,,,,,,,,,,,,,,
PH_hs_0027565,5.253968254,7.238095238,9.650793651,48.46031746,8.301587302,46.84126984,7.095238095,,,,,,,,,,,,,,,,,,,
PH_hs_0027566,2975.809524,2987.698413,3417.769841,3302.119048,3887.563492,4183.333333,4003.81746,,,,,,,,,,,,,,,,,,,
PH_hs_0027567,3909.595238,3332.539683,2999.031746,3747.571429,2455.31746,3273.174603,3504.349206,,,,,,,,,,,,,,,,,,,
PH_hs_0027568,499.8333333,352.8730159,341,340.2619048,362.984127,206.7936508,258.1587302,,,,,,,,,,,,,,,,,,,
PH_hs_0027569,3.158730159,3,3.53968254,2.19047619,4.206349206,43.17460317,2.253968254,,,,,,,,,,,,,,,,,,,
PH_hs_0027570,6.285714286,6.26984127,7.507936508,8.904761905,9.174603175,1561.428571,7.523809524,,,,,,,,,,,,,,,,,,,
PH_hs_0027571,61.92063492,127.2698413,126.1190476,74.12698413,99.26190476,76.23809524,29.49206349,,,,,,,,,,,,,,,,,,,
PH_hs_0027573,22.31746032,27.87301587,33.79365079,32.14285714,27.44444444,20.96825397,22.76190476,,,,,,,,,,,,,,,,,,,
PH_hs_0027575,6.920634921,7.507936508,9.492063492,8.412698413,9.571428571,9.825396825,6.365079365,,,,,,,,,,,,,,,,,,,
PH_hs_0027578,3365.698413,2915.293651,2518.007937,2886.595238,3611.404762,2603.634921,1628.126984,,,,,,,,,,,,,,,,,,,
PH_hs_0027581,12.07936508,15.3968254,14.06349206,12.57142857,16.96825397,17.12698413,13.46031746,,,,,,,,,,,,,,,,,,,
PH_hs_0027582,93.52380952,86.3968254,108.8174603,137.2222222,123.2936508,105.031746,118.4206349,,,,,,,,,,,,,,,,,,,
PH_hs_0027585,43.3968254,71.92857143,80.5,62.0952381,75.6031746,73.19047619,55.36507937,,,,,,,,,,,,,,,,,,,
PH_hs_0027586,3.920634921,6.380952381,5.285714286,6.80952381,6.365079365,10.15873016,6.380952381,,,,,,,,,,,,,,,,,,,
PH_hs_0027587,21.58730159,36.03174603,38.01587302,17.25396825,35.87301587,484.2698413,35.01587302,,,,,,,,,,,,,,,,,,,
PH_hs_0027588,34.93650794,83.29365079,78.84126984,64.66666667,63.76190476,78.04761905,74.41269841,,,,,,,,,,,,,,,,,,,
PH_hs_0027589,645.8571429,809.468254,861.6587302,715.5793651,821,802.1428571,856.515873,,,,,,,,,,,,,,,,,,,
PH_hs_0027590,5.285714286,4.611111111,7.079365079,6.777777778,4.19047619,6.206349206,5.206349206,,,,,,,,,,,,,,,,,,,
PH_hs_0027592,6.396825397,11.42063492,6.888888889,7.746031746,6.428571429,10.26984127,6.198412698,,,,,,,,,,,,,,,,,,,
PH_hs_0027593,1350.746032,1364.84127,1189.52381,1328.111111,1019.801587,1142.769841,1114.555556,,,,,,,,,,,,,,,,,,,
PH_hs_0027594,9.349206349,7.984126984,8.523809524,12.79365079,6.777777778,6.365079365,9.19047619,,,,,,,,,,,,,,,,,,,
PH_hs_0027595,96.94444444,133.2222222,131.5079365,1532.587302,112.1428571,124.4920635,178.0873016,,,,,,,,,,,,,,,,,,,
PH_hs_0027596,1357.587302,1338.380952,1095.190476,1250.515873,1126.896825,1383.333333,892.6190476,,,,,,,,,,,,,,,,,,,
PH_hs_0027597,21.52380952,12.84920635,14.15873016,20.03174603,14.6031746,23.42857143,26.52380952,,,,,,,,,,,,,,,,,,,
PH_hs_0027599,3070.722222,2071.626984,1801.97619,1805.539683,2385,1778.642857,768.2222222,,,,,,,,,,,,,,,,,,,
PH_hs_0027601,59.73015873,69.07936508,62.88888889,74.06349206,75.41269841,87.44444444,88.44444444,,,,,,,,,,,,,,,,,,,
PH_hs_0027602,106.6190476,94.65079365,85.61904762,104,81.91269841,108.7619048,110.6269841,,,,,,,,,,,,,,,,,,,
PH_hs_0027603,108.0079365,99.12698413,96.49206349,89.67460317,98.29365079,148.9047619,87.78571429,,,,,,,,,,,,,,,,,,,
PH_hs_0027604,3.428571429,11.66666667,10.46031746,7.365079365,8.444444444,24.68253968,10.12698413,,,,,,,,,,,,,,,,,,,
PH_hs_0027608,88.44444444,75.11111111,79.43650794,94.76190476,108.6111111,51.38095238,79.11111111,,,,,,,,,,,,,,,,,,,
PH_hs_0027609,2441.793651,2286.365079,2519.119048,2750.087302,2546.420635,2565.18254,2086.738095,,,,,,,,,,,,,,,,,,,
PH_hs_0027610,3974.722222,4350.746032,3502.031746,3085.238095,3694.809524,2049.269841,3292.531746,,,,,,,,,,,,,,,,,,,
PH_hs_0027611,80.26984127,89.73015873,91.63492063,96.6031746,110.9206349,64.96825397,104.0952381,,,,,,,,,,,,,,,,,,,
PH_hs_0027612,29.85714286,54.63492063,54.47619048,38.42857143,54.0952381,66.55555556,24.74603175,,,,,,,,,,,,,,,,,,,
PH_hs_0027616,29.31746032,43.96825397,30.3015873,26.04761905,37.80952381,35.98412698,22.80952381,,,,,,,,,,,,,,,,,,,
PH_hs_0027618,20.73015873,32.98412698,10.73015873,28.79365079,22.13492063,34.93650794,30.23809524,,,,,,,,,,,,,,,,,,,
PH_hs_0027619,43.99206349,64.55555556,65.96825397,57.42857143,84.93650794,47.23809524,72.11111111,,,,,,,,,,,,,,,,,,,
PH_hs_0027620,14.92063492,20.28571429,27.61904762,14.35714286,29.31746032,21.57142857,29.47619048,,,,,,,,,,,,,,,,,,,
PH_hs_0027621,7.047619048,7.984126984,7.587301587,10.80952381,7.587301587,216.0634921,9.031746032,,,,,,,,,,,,,,,,,,,
PH_hs_0027622,162.0396825,237.7142857,231.531746,134.952381,205.4126984,225.7936508,169.6746032,,,,,,,,,,,,,,,,,,,
PH_hs_0027624,30.23809524,20.34920635,16.58730159,17.08730159,15.95238095,18.44444444,27.76190476,,,,,,,,,,,,,,,,,,,
PH_hs_0027626,1973.865079,1858.642857,1766.325397,1970.904762,1311.960317,996.468254,1446.325397,,,,,,,,,,,,,,,,,,,
PH_hs_0027628,11.82539683,10.98412698,9.968253968,11.58730159,14.52380952,9.507936508,13.84126984,,,,,,,,,,,,,,,,,,,
PH_hs_0027631,78.38095238,67.15873016,81.34920635,156.3650794,69.84920635,69.17460317,58.01587302,,,,,,,,,,,,,,,,,,,
PH_hs_0027633,987.1349206,865.0555556,831.468254,585.7619048,1115.31746,1086.269841,623.7460317,,,,,,,,,,,,,,,,,,,
PH_hs_0027635,1.825396825,3.492063492,4.634920635,4.507936508,3.698412698,2.936507937,2.761904762,,,,,,,,,,,,,,,,,,,
PH_hs_0027636,10,6.698412698,9.888888889,3.80952381,7.666666667,17.3968254,8.246031746,,,,,,,,,,,,,,,,,,,
PH_hs_0027638,6.333333333,6.380952381,6.555555556,7.571428571,6.492063492,8.365079365,5.936507937,,,,,,,,,,,,,,,,,,,
PH_hs_0027639,135.4126984,152.9603175,165.0396825,148.984127,129.8253968,1655.230159,130.2063492,,,,,,,,,,,,,,,,,,,
PH_hs_0027640,7.825396825,14.93650794,15.46031746,11.36507937,7.206349206,10.95238095,11.36507937,,,,,,,,,,,,,,,,,,,
PH_hs_0027641,22.11111111,25.79365079,27.81746032,24.34920635,26.24603175,30.15873016,17.73015873,,,,,,,,,,,,,,,,,,,
PH_hs_0027642,238.7857143,191.7142857,190.1190476,213.047619,257.8492063,218.6111111,174.5793651,,,,,,,,,,,,,,,,,,,
PH_hs_0027643,215.7063492,192.1666667,234.6428571,224.8095238,261.7380952,1543.809524,171.7142857,,,,,,,,,,,,,,,,,,,
PH_hs_0027647,62.6984127,97.98412698,87.18253968,57.9047619,85.49206349,130.468254,56.49206349,,,,,,,,,,,,,,,,,,,
PH_hs_0027649,30.88888889,20.79365079,16.6031746,20.79365079,18.50793651,23.01587302,32.30952381,,,,,,,,,,,,,,,,,,,
PH_hs_0027650,9.714285714,6.285714286,7.380952381,11.46031746,7.015873016,6.904761905,6.587301587,,,,,,,,,,,,,,,,,,,
PH_hs_0027651,34.55555556,78.3968254,75.11111111,48.88888889,65.01587302,71.07936508,77.21428571,,,,,,,,,,,,,,,,,,,
PH_hs_0027652,16.17460317,29.47619048,28.50793651,15.53968254,20.01587302,26.41269841,23.15873016,,,,,,,,,,,,,,,,,,,
PH_hs_0027653,57.38095238,68.95238095,60.03174603,34.12698413,70.06349206,43.99206349,61.00793651,,,,,,,,,,,,,,,,,,,
PH_hs_0027656,22.66666667,27.87301587,32.55555556,23.76984127,30.6984127,35.3015873,25.88888889,,,,,,,,,,,,,,,,,,,
PH_hs_0027659,68.25396825,53.46031746,64.81746032,67.23809524,91.48412698,70.25396825,78.83333333,,,,,,,,,,,,,,,,,,,
PH_hs_0027660,1396.31746,552.7777778,499.4365079,1085.15873,544.3571429,369.6666667,1613.928571,,,,,,,,,,,,,,,,,,,
PH_hs_0027661,20.31746032,18.93650794,18.17460317,26.4047619,13.46031746,28.11111111,30.85714286,,,,,,,,,,,,,,,,,,,
PH_hs_0027662,22,25.95238095,26.32539683,11.6984127,20.36507937,22.19047619,15.23809524,,,,,,,,,,,,,,,,,,,
PH_hs_0027666,113.3571429,124.9206349,132.0952381,165.484127,143.2063492,97.62698413,111.2698413,,,,,,,,,,,,,,,,,,,
PH_hs_0027667,2.650793651,3.079365079,3.047619048,29.44444444,6.126984127,37.12698413,2.238095238,,,,,,,,,,,,,,,,,,,
PH_hs_0027668,5.349206349,2.619047619,2.26984127,5.380952381,2.968253968,7.126984127,6.746031746,,,,,,,,,,,,,,,,,,,
PH_hs_0027670,5.492063492,5.206349206,6.412698413,6.873015873,7.634920635,17.85714286,6.174603175,,,,,,,,,,,,,,,,,,,
PH_hs_0027671,104.6666667,334.5238095,311.7301587,236.1428571,415.5079365,261.9365079,195.4603175,,,,,,,,,,,,,,,,,,,
PH_hs_0027675,13.9047619,11.74603175,11.96825397,16.38095238,10.53968254,20.46031746,17.47619048,,,,,,,,,,,,,,,,,,,
PH_hs_0027678,77,108.2857143,103.547619,91.19047619,116.3015873,84.26190476,85.96825397,,,,,,,,,,,,,,,,,,,
PH_hs_0027682,3111.15873,3245.825397,3217.269841,3363.444444,2805.31746,3749.174603,3627.166667,,,,,,,,,,,,,,,,,,,
PH_hs_0027687,12.96825397,17.65079365,15.07936508,13.66666667,19.52380952,18.31746032,14.06349206,,,,,,,,,,,,,,,,,,,
PH_hs_0027688,3.349206349,2.793650794,3.142857143,4.26984127,3,7.142857143,1.920634921,,,,,,,,,,,,,,,,,,,
PH_hs_0027689,22.31746032,52.6984127,63.14285714,30.03174603,67.78571429,874.6031746,64.13492063,,,,,,,,,,,,,,,,,,,
PH_hs_0027690,1246.904762,928.5793651,722.031746,1772.166667,1023.809524,502.3174603,533.6666667,,,,,,,,,,,,,,,,,,,
PH_hs_0027691,21.53968254,20.04761905,16.41269841,36.57936508,19.14285714,16.26984127,19.63492063,,,,,,,,,,,,,,,,,,,
PH_hs_0027692,4.174603175,5.063492063,5.73015873,5.523809524,6.920634921,7.682539683,5.158730159,,,,,,,,,,,,,,,,,,,
PH_hs_0027694,2.841269841,9.238095238,9.206349206,4.301587302,7.253968254,31.42063492,6.015873016,,,,,,,,,,,,,,,,,,,
PH_hs_0027695,108.6507937,72.73015873,99.01587302,97.93650794,156.1746032,106.0238095,60.17460317,,,,,,,,,,,,,,,,,,,
PH_hs_0027696,276.984127,388.6984127,293.3968254,367.1746032,635.5,303.0634921,640.9365079,,,,,,,,,,,,,,,,,,,
PH_hs_0027697,39.66666667,68.6984127,56.20634921,39.28571429,58.74603175,39.96825397,65.03968254,,,,,,,,,,,,,,,,,,,
PH_hs_0027698,308.1904762,275.3571429,194.2380952,244.1269841,242.2063492,136.3492063,334.2777778,,,,,,,,,,,,,,,,,,,
PH_hs_0027699,3.571428571,7.174603175,8.841269841,7.19047619,9.571428571,10.20634921,3.761904762,,,,,,,,,,,,,,,,,,,
PH_hs_0027700,3.634920635,4.015873016,3.53968254,5.952380952,7.825396825,7.841269841,3.333333333,,,,,,,,,,,,,,,,,,,
PH_hs_0027701,57.35714286,47.37301587,47.92063492,59.3968254,45.28571429,60.52380952,61.76984127,,,,,,,,,,,,,,,,,,,
PH_hs_0027702,508.6349206,969.6349206,806.3492063,487.031746,801.984127,1222.555556,392.4047619,,,,,,,,,,,,,,,,,,,
PH_hs_0027703,16.42857143,37.46825397,38.53968254,28.58730159,43.34920635,34.66666667,40.57142857,,,,,,,,,,,,,,,,,,,
PH_hs_0027704,3419.047619,3160.952381,2895.5,3309.222222,3618.111111,3990.18254,3614.952381,,,,,,,,,,,,,,,,,,,
PH_hs_0027706,680.7777778,565.6031746,645.5714286,587.8730159,1353.253968,496.047619,995.1746032,,,,,,,,,,,,,,,,,,,
PH_hs_0027708,104.8571429,171.3174603,157.1904762,100.6507937,189.5555556,171.5555556,103.3333333,,,,,,,,,,,,,,,,,,,
PH_hs_0027709,46.36507937,26.36507937,20.80952381,45.31746032,22.68253968,38.84126984,40.66666667,,,,,,,,,,,,,,,,,,,
PH_hs_0027710,983.0873016,606.9126984,703.6507937,853.7222222,743.2539683,487.6587302,873.7777778,,,,,,,,,,,,,,,,,,,
PH_hs_0027712,27,57.71428571,57.33333333,38.28571429,46.16666667,78.86507937,59.92857143,,,,,,,,,,,,,,,,,,,
PH_hs_0027713,41.86507937,31.34920635,27.65079365,37.44444444,33.28571429,23.98412698,20.96825397,,,,,,,,,,,,,,,,,,,
PH_hs_0027714,452.1746032,597.3809524,670.1587302,470.7777778,781.515873,732.3015873,1544.412698,,,,,,,,,,,,,,,,,,,
PH_hs_0027715,562.1349206,650.3174603,612.8571429,571.8412698,578.9920635,380.3095238,495.015873,,,,,,,,,,,,,,,,,,,
PH_hs_0027717,4.174603175,3,0.063492063,5.015873016,1.738095238,161.5714286,0.626984127,,,,,,,,,,,,,,,,,,,
PH_hs_0027719,52.73015873,79.61111111,84.98412698,40.11111111,84.6031746,49.77777778,73.88888889,,,,,,,,,,,,,,,,,,,
PH_hs_0027720,5.563492063,8.857142857,9.047619048,392.5873016,11.46031746,16.79365079,7.880952381,,,,,,,,,,,,,,,,,,,
PH_hs_0027721,10.63492063,5.857142857,8,9.952380952,7.888888889,15.22222222,11.01587302,,,,,,,,,,,,,,,,,,,
PH_hs_0027722,16.38095238,15.0952381,15.26984127,25.15079365,14.32539683,752.5555556,22.25396825,,,,,,,,,,,,,,,,,,,
PH_hs_0027723,126.8888889,77.14285714,71.68253968,74.98412698,91.66666667,267.8571429,83.11111111,,,,,,,,,,,,,,,,,,,
PH_hs_0027725,2.055555556,2.396825397,3.968253968,5.26984127,3.984126984,8.26984127,1.801587302,,,,,,,,,,,,,,,,,,,
PH_hs_0027726,3984.214286,5776.825397,6456.730159,4449.857143,5401.492063,4003.206349,5269.253968,,,,,,,,,,,,,,,,,,,
PH_hs_0027729,8.80952381,12.01587302,14.88888889,15.82539683,9.317460317,10.66666667,11.79365079,,,,,,,,,,,,,,,,,,,
PH_hs_0027732,109.0873016,52.87301587,53.44444444,107.1428571,66.3968254,36.14285714,36.72222222,,,,,,,,,,,,,,,,,,,
PH_hs_0027734,5.126984127,6.380952381,9.492063492,9.936507937,10.28571429,14.63492063,7.373015873,,,,,,,,,,,,,,,,,,,
PH_hs_0027738,4.158730159,6.53968254,3.126984127,6.587301587,5.968253968,2.984126984,3.5,,,,,,,,,,,,,,,,,,,
PH_hs_0027739,10.42857143,8.507936508,9.396825397,14.33333333,13.96825397,9.444444444,14.08730159,,,,,,,,,,,,,,,,,,,
PH_hs_0027741,1.571428571,1.80952381,1.126984127,7.396825397,3.420634921,3.904761905,-0.103174603,,,,,,,,,,,,,,,,,,,
PH_hs_0027744,3021.714286,3759.761905,3545.087302,2218.992063,3335.650794,2604.952381,2751.595238,,,,,,,,,,,,,,,,,,,
PH_hs_0027745,2920.873016,2502.079365,2280.333333,2469.984127,2369.484127,1429.452381,2352.357143,,,,,,,,,,,,,,,,,,,
PH_hs_0027746,2.904761905,2.396825397,1.888888889,4,5.349206349,2.26984127,1.396825397,,,,,,,,,,,,,,,,,,,
PH_hs_0027748,2899.460317,2549.015873,2560.84127,2312.960317,3534.634921,2853.103175,2642.396825,,,,,,,,,,,,,,,,,,,
PH_hs_0027751,4171.634921,3785.142857,4261.460317,4617.285714,4026.68254,4700.063492,3783.349206,,,,,,,,,,,,,,,,,,,
PH_hs_0027753,36.31746032,20.58730159,22,43.82539683,22.17460317,33.50793651,42.65873016,,,,,,,,,,,,,,,,,,,
PH_hs_0027755,458.8888889,534.2222222,578.5873016,375.4285714,576.015873,345.0952381,479.2698413,,,,,,,,,,,,,,,,,,,
PH_hs_0027756,28.84126984,28.6984127,32.26984127,31.85714286,47.47619048,53.47619048,39.35714286,,,,,,,,,,,,,,,,,,,
PH_hs_0027759,7.650793651,10.38095238,6.984126984,3.301587302,9.158730159,19.34920635,9.888888889,,,,,,,,,,,,,,,,,,,
PH_hs_0027760,50.41269841,53.95238095,51.52380952,46.42857143,51.23015873,67.14285714,53.1984127,,,,,,,,,,,,,,,,,,,
PH_hs_0027762,24.44444444,31.04761905,29.63492063,35.36507937,40.76190476,30.65079365,24.77777778,,,,,,,,,,,,,,,,,,,
PH_hs_0027765,10.96825397,17.32539683,19.34920635,12.04761905,14.44444444,19.3968254,13.76190476,,,,,,,,,,,,,,,,,,,
PH_hs_0027767,161.6904762,85.45238095,78.86507937,136.5238095,72.11111111,61.04761905,66.57142857,,,,,,,,,,,,,,,,,,,
PH_hs_0027768,1.936507937,2.714285714,4.396825397,3.984126984,1.476190476,12.3015873,1.357142857,,,,,,,,,,,,,,,,,,,
PH_hs_0027769,235.952381,216.4285714,229.1428571,182.9761905,200.4920635,248.7063492,261.5079365,,,,,,,,,,,,,,,,,,,
PH_hs_0027770,368.6031746,375.2142857,370.4285714,379.6587302,394.8571429,226.2380952,305.2460317,,,,,,,,,,,,,,,,,,,
PH_hs_0027773,90.65079365,50.20634921,75.55555556,141.7936508,75.75396825,121.9285714,133.0793651,,,,,,,,,,,,,,,,,,,
PH_hs_0027776,8.396825397,10.74603175,11,10.50793651,9.19047619,16.28571429,7.857142857,,,,,,,,,,,,,,,,,,,
PH_hs_0027777,21.99206349,29,28.38888889,23.17460317,29.82539683,26.85714286,16.80952381,,,,,,,,,,,,,,,,,,,
PH_hs_0027778,271.7142857,125.7142857,112.9365079,189.5952381,126.015873,1520.674603,105.1746032,,,,,,,,,,,,,,,,,,,
PH_hs_0027779,6.53968254,5,5.698412698,2.968253968,5.015873016,14.36507937,5.246031746,,,,,,,,,,,,,,,,,,,
PH_hs_0027780,5.238095238,3.079365079,3.873015873,5.063492063,2.301587302,4.682539683,2.666666667,,,,,,,,,,,,,,,,,,,
PH_hs_0027781,2.206349206,2.047619048,1.873015873,3.333333333,3.158730159,189.2539683,1.388888889,,,,,,,,,,,,,,,,,,,
PH_hs_0027782,4.523809524,5.571428571,3.031746032,8.904761905,2.793650794,3.873015873,7.857142857,,,,,,,,,,,,,,,,,,,
PH_hs_0027783,11.74603175,25.3015873,24.28571429,12.41269841,18.6984127,14.22222222,13.66666667,,,,,,,,,,,,,,,,,,,
PH_hs_0027784,4.317460317,5.873015873,7.444444444,5.492063492,3.380952381,44.56349206,3.365079365,,,,,,,,,,,,,,,,,,,
PH_hs_0027789,99.88888889,123.7301587,130.3253968,112.3730159,110.047619,75.97619048,131.1746032,,,,,,,,,,,,,,,,,,,
PH_hs_0027791,18.38095238,31.92063492,24.06349206,21.87301587,24.20634921,367.0238095,18.06349206,,,,,,,,,,,,,,,,,,,
PH_hs_0027792,5.142857143,6.19047619,7.492063492,220.1507937,3.873015873,38.44444444,5.301587302,,,,,,,,,,,,,,,,,,,
PH_hs_0027793,76.15079365,40.57142857,42.1031746,2170.650794,48.54761905,27.62698413,30.88095238,,,,,,,,,,,,,,,,,,,
PH_hs_0027794,10.12698413,10.01587302,11.03174603,17.12698413,9.984126984,11.73015873,13.84126984,,,,,,,,,,,,,,,,,,,
PH_hs_0027797,8.968253968,8.523809524,10.87301587,13.22222222,7.603174603,9.031746032,11.68253968,,,,,,,,,,,,,,,,,,,
PH_hs_0027798,45.58730159,30.43650794,38.12698413,44.50793651,33.84126984,34.28571429,36.14285714,,,,,,,,,,,,,,,,,,,
PH_hs_0027800,32.74603175,26.19047619,33.85714286,36.03968254,39.87301587,38.15873016,33.11111111,,,,,,,,,,,,,,,,,,,
PH_hs_0027802,452.3492063,371.6984127,357.5079365,357.3492063,308.6269841,520.7380952,748.1984127,,,,,,,,,,,,,,,,,,,
PH_hs_0027805,118.952381,96.46031746,98.03174603,129.9365079,121.6349206,66.57936508,118.4920635,,,,,,,,,,,,,,,,,,,
PH_hs_0027806,1425.301587,1039.634921,1156.404762,1269.809524,963.7222222,1205.650794,1091.833333,,,,,,,,,,,,,,,,,,,
PH_hs_0027808,9.126984127,11.65079365,10.85714286,8.111111111,15.3015873,11.55555556,7.738095238,,,,,,,,,,,,,,,,,,,
PH_hs_0027809,4.253968254,2.746031746,3.603174603,4.285714286,5.761904762,5.650793651,4.365079365,,,,,,,,,,,,,,,,,,,
PH_hs_0027810,12.56349206,11.26984127,8.746031746,13.58730159,11.36507937,18.87301587,12.3968254,,,,,,,,,,,,,,,,,,,
PH_hs_0027813,18.55555556,12.66666667,10.23809524,31.68253968,10.84126984,26.71428571,57.07936508,,,,,,,,,,,,,,,,,,,
PH_hs_0027815,10.55555556,22.22222222,23.53968254,14.74603175,22.68253968,31.50793651,19.01587302,,,,,,,,,,,,,,,,,,,
PH_hs_0027816,34.47619048,21.13492063,23.38095238,39.99206349,28.28571429,43.79365079,67.0952381,,,,,,,,,,,,,,,,,,,
PH_hs_0027817,5.404761905,2.73015873,4.412698413,4.619047619,2.158730159,3.968253968,4.317460317,,,,,,,,,,,,,,,,,,,
PH_hs_0027819,2.968253968,2.746031746,4.761904762,4.555555556,2.380952381,7.285714286,3.412698413,,,,,,,,,,,,,,,,,,,
PH_hs_0027820,2.80952381,4.412698413,3.873015873,4.841269841,6.555555556,6.333333333,3.333333333,,,,,,,,,,,,,,,,,,,
PH_hs_0027821,5.492063492,8.261904762,5.857142857,6.238095238,10.93650794,6.206349206,4.968253968,,,,,,,,,,,,,,,,,,,
PH_hs_0027822,46.47619048,65.92063492,38.03174603,26.53968254,42.85714286,27.63492063,25.44444444,,,,,,,,,,,,,,,,,,,
PH_hs_0027823,124.4285714,137.2380952,138.4047619,142.4047619,160.2142857,159.6587302,154.8253968,,,,,,,,,,,,,,,,,,,
PH_hs_0027824,34.0952381,38.22222222,38.84126984,33.26190476,38.93650794,48.45238095,41.28571429,,,,,,,,,,,,,,,,,,,
PH_hs_0027826,60.9047619,97.14285714,89.05555556,67.87301587,85.07936508,85.80952381,57.88888889,,,,,,,,,,,,,,,,,,,
PH_hs_0027827,4.126984127,4.611111111,4.349206349,7.666666667,4.904761905,9.126984127,6.047619048,,,,,,,,,,,,,,,,,,,
PH_hs_0027828,5595.166667,5484.539683,4697.380952,4849.174603,3956.904762,5668.833333,6021.873016,,,,,,,,,,,,,,,,,,,
PH_hs_0027829,2.571428571,3.079365079,2.682539683,4.984126984,5.301587302,5.396825397,1.920634921,,,,,,,,,,,,,,,,,,,
PH_hs_0027830,44.26984127,26.71428571,34.65079365,49.73015873,46.38095238,42.63492063,36.86507937,,,,,,,,,,,,,,,,,,,
PH_hs_0027832,2.285714286,1.841269841,3.507936508,3.936507937,1.523809524,15.49206349,1.619047619,,,,,,,,,,,,,,,,,,,
PH_hs_0027833,14.88888889,35.72222222,36.22222222,28.26984127,37.77777778,42.28571429,13.15873016,,,,,,,,,,,,,,,,,,,
PH_hs_0027834,365.8412698,265.1111111,256.3888889,369.7539683,221.2142857,220.4920635,305.1904762,,,,,,,,,,,,,,,,,,,
PH_hs_0027835,5.53968254,4.865079365,5.793650794,6.285714286,5.26984127,8.793650794,5.246031746,,,,,,,,,,,,,,,,,,,
PH_hs_0027836,6.079365079,2.5,2.26984127,161.1269841,7.26984127,6794,6.126984127,,,,,,,,,,,,,,,,,,,
PH_hs_0027839,80.91269841,36.55555556,58.42063492,108.1428571,59.92063492,73.96825397,102.1746032,,,,,,,,,,,,,,,,,,,
PH_hs_0027840,7.523809524,8.19047619,6.412698413,8.349206349,6.761904762,7.936507937,3.698412698,,,,,,,,,,,,,,,,,,,
PH_hs_0027841,4.19047619,3.825396825,2.698412698,5.253968254,2.380952381,7.031746032,6.23015873,,,,,,,,,,,,,,,,,,,
PH_hs_0027842,16.17460317,14.65079365,12.66666667,19.73015873,7.603174603,21.20634921,25.25396825,,,,,,,,,,,,,,,,,,,
PH_hs_0027843,1633.253968,1386.111111,1298.722222,1279.626984,1113.730159,1147.555556,1457.301587,,,,,,,,,,,,,,,,,,,
PH_hs_0027845,5.142857143,4.69047619,9.444444444,9.698412698,8.936507937,10.11111111,14.25396825,,,,,,,,,,,,,,,,,,,
PH_hs_0027846,43.20634921,38.53174603,39.07936508,42.88888889,44.76190476,54.75396825,68.68253968,,,,,,,,,,,,,,,,,,,
PH_hs_0027848,7.555555556,12.06349206,12.34920635,9.015873016,13.6031746,14.36507937,7.428571429,,,,,,,,,,,,,,,,,,,
PH_hs_0027849,112.4761905,143.3650794,156.8730159,83.87301587,151.3333333,81.61904762,153.3015873,,,,,,,,,,,,,,,,,,,
PH_hs_0027850,103.8253968,84.65079365,79.22222222,109.0952381,83.07936508,121.4603175,150.6269841,,,,,,,,,,,,,,,,,,,
PH_hs_0027851,4.53968254,19.76190476,17.22222222,13.6984127,22.15873016,22.07936508,9.293650794,,,,,,,,,,,,,,,,,,,
PH_hs_0027852,32.6984127,37.84126984,36.84126984,35.34920635,34.33333333,38.04761905,32.92063492,,,,,,,,,,,,,,,,,,,
PH_hs_0027853,14.96825397,25.0952381,23.53968254,16.71428571,15.74603175,10.52380952,13.26984127,,,,,,,,,,,,,,,,,,,
PH_hs_0027855,2.428571429,2.761904762,3.619047619,3.285714286,2.865079365,1243,2.587301587,,,,,,,,,,,,,,,,,,,
PH_hs_0027856,231.3809524,123.9047619,117.9920635,185.8333333,159.2301587,139.8253968,220.1031746,,,,,,,,,,,,,,,,,,,
PH_hs_0027858,9.952380952,12.71428571,11.63492063,11.88888889,9.174603175,9.984126984,11.96825397,,,,,,,,,,,,,,,,,,,
