name,geneID,1460_6hr,1460_24hr,1461_6hr,1461_24hr,1460_6hr_log2,1460_24hrlog2,1461_6hr_log2,1461_24hr_log2
RLN2,PH_hs_0045826,37.79166667,41.02777778,43.19444444,43.02777778,-0.160883196,-0.042350327,0.031894427,0.026316991
NA,PH_hs_0063198,103.9166667,85.58333333,88.47222222,97.5,-0.092964781,-0.372990064,-0.325095374,-0.184917716
HES7,PH_hs_0048701,43.41666667,41.16666667,42.25,44.30555556,0.039297625,-0.037474705,0,0.068536271
DCHS2,PH_hs_0001168,39.70833333,46.33333333,47.25,43.55555556,-0.199064619,0.02354405,0.051807902,-0.065649679
SYCP3,PH_hs_0042435,56.875,54.91666667,52.02777778,50,-0.132209224,-0.182759805,-0.260721776,-0.318075769
PRKAR2B,PH_hs_0004464,729.5416667,732.0416667,747.9444444,766.0416667,0.071621694,0.076557083,0.107562431,0.142054182
NUTM1,PH_hs_0032974,35.875,36.55555556,39.27777778,38.47222222,-0.201415288,-0.174303442,-0.070680811,-0.100576955
SNX8,PH_hs_0001147,198.6666667,188.0277778,187.9722222,193.8055556,0.285477866,0.206073846,0.205647518,0.249737963
CRYBG3,PH_hs_0046637,33.75,33.61111111,34.16666667,33.66666667,-0.021216486,-0.027165752,-0.003514484,-0.024783101
TAF12,PH_hs_0035942,381.5208333,395.0277778,311.6805556,384.9444444,0.129223933,0.179416199,-0.162469752,0.142112344
RABEP1,PH_hs_0031990,258.1666667,319.5555556,293.4722222,200.2222222,-0.083018289,0.224745742,0.101902928,-0.449718923
C6orf203,PH_hs_0027115,1669.333333,1647.25,1374.416667,1414,0.327936213,0.308723678,0.047483588,0.088446272
IGFL4,PH_hs_0034762,37.16666667,43.88888889,42.30555556,42.38888889,-0.075617047,0.164229396,0.111220779,0.1140598
FAM206A,PH_hs_0043306,167.3541667,245.4444444,215.4166667,215.6388889,0.011359152,0.563851194,0.375584556,0.377072063
ICE2,PH_hs_0035684,408.9166667,538.7916667,473.4166667,473.1527778,-0.027375334,0.370545338,0.183928298,0.183123896
MOB1B,PH_hs_0002673,1162.333333,1152.027778,1010.208333,1068.791667,0.279177315,0.266328955,0.076806299,0.158134116
IRAK2,PH_hs_0019808,61.54166667,69.22222222,68.70833333,60.19444444,-0.064002927,0.105668815,0.094918646,-0.0959361
JMJD8,PH_hs_0034934,143.125,149.5277778,134.6388889,117.7638889,0.102238194,0.16537602,0.014057677,-0.17914028
ASIC3,PH_hs_0027196,191.0416667,249.8611111,272.4027778,191.625,0.079226691,0.466465738,0.591080778,0.083625155
VWA9,PH_hs_0000674,1441.708333,1504.944444,1387.319444,1403.944444,-0.012247941,0.049682961,-0.067727248,-0.050541421
PDILT,PH_hs_0018282,39.54166667,40.33333333,37.22222222,37.75,0.01374733,0.042346291,-0.073462162,-0.053149707
SPNS1,PH_hs_0040014,150,130.2222222,142.4166667,125.3472222,0.169925001,-0.034061836,0.095080492,-0.089107474
METAP2,PH_hs_0042269,548.0625,669.3611111,574.9305556,560,-0.1252018,0.16324251,-0.056154518,-0.094115398
PRR22,PH_hs_0035701,36,39.44444444,40.5,37,-0.029747343,0.102077868,0.140177658,0.009781021
BTNL10,PH_hs_0046798,47.54166667,55.23611111,55.08333333,48.02777778,-0.048488068,0.167931202,0.163935317,-0.033811491
HMGXB3,PH_hs_0022978,225.2083333,296.5833333,282.3055556,229.0555556,0.070843161,0.468020476,0.396840469,0.095280503
COX19,PH_hs_0006779,288.1875,321.3333333,283.8333333,266.0138889,0.115129614,0.272192499,0.093165882,-0.000376575
TMEM198,PH_hs_0033556,78.95833333,85.91666667,78.5,74.5,0.194495176,0.31634166,0.186096292,0.110644064
MEIS2,PH_hs_0024031,513.6666667,620.0138889,583.6944444,613.6527778,-0.231425231,0.040042846,-0.047044351,0.025164881
SPON1,PH_hs_0000554,74.625,79.83333333,77.33333333,70.13888889,0.026830267,0.124162491,0.07826164,-0.062614183
MRPL16,PH_hs_0023533,74.29166667,68.86111111,65.13888889,74.38888889,-0.162805018,-0.27231595,-0.352486299,-0.160918261
UVRAG,PH_hs_0001261,1572.6875,2298.972222,1965.972222,2001.736111,-0.240680229,0.307076776,0.081330679,0.107339537
CSRNP3,PH_hs_0014841,196.6666667,203.5833333,192.8055556,157.1111111,0.138818442,0.188685446,0.110212611,-0.185148798
DLL4,PH_hs_0026343,261.2291667,305.6944444,293.2777778,237.0416667,0.05284673,0.279621079,0.219798505,-0.087328579
ZNF780B,PH_hs_0043317,233.4791667,261.5138889,224.7361111,218.6666667,0.099517283,0.263111029,0.044455418,0.004956773
SGCG,PH_hs_0002943,48.54166667,115.8055556,47.66666667,38.91666667,0.309597293,1.56400621,0.28335439,-0.009238207
C9orf62,PH_hs_0018477,394.8333333,455.75,472.5555556,377.2638889,0.110385928,0.317384792,0.369626084,0.04471615
SHMT2,PH_hs_0031312,3564,3187.791667,2973.75,2092.194444,0.507151747,0.346211758,0.245937777,-0.261328651
COPZ1,PH_hs_0010724,1665.875,2235.25,1893.152778,1974.444444,-0.283243861,0.140912185,-0.098733171,-0.038077238
SH3RF3,PH_hs_0038053,35.25,35.02777778,36.83333333,34.91666667,0.041519269,0.032395476,0.104907976,0.02781185
OLFML2A,PH_hs_0024008,65.5,82.91666667,79.30555556,75.25,-0.184130863,0.15603635,0.091796164,0.016065812
NUP54,PH_hs_0000960,1843.395833,1547.194444,1168.569444,1297.305556,-0.029741021,-0.282452396,-0.687363444,-0.536588597
NELL2,PH_hs_0004598,178.4583333,151.2222222,137.75,147.6388889,0.009123526,-0.229793585,-0.364411426,-0.26439096
SPATA2,PH_hs_0028894,247.4583333,284.7638889,229.25,220.8888889,0.190599071,0.393179652,0.080335178,0.026734294
FBXO45,PH_hs_0000708,545.4166667,903.5833333,739,777.0555556,0.079871229,0.808170103,0.518086807,0.59053019
CA5A,PH_hs_0042605,2686.0625,3243.444444,3981.861111,3442.666667,0.865593232,1.137627086,1.433543258,1.223626858
UTF1,PH_hs_0028534,109.5416667,114.5555556,122.4722222,100.4166667,0.087668642,0.152236332,0.248643476,-0.037812354
SMIM7,PH_hs_0024001,671.5833333,943.6388889,781.125,888.6111111,-0.15378321,0.336885238,0.064203797,0.250202543
RGCC,PH_hs_0004423,609.0416667,636.1805556,585.3333333,570.2777778,-0.300830483,-0.237935136,-0.358112975,-0.395706598
SHISA9,PH_hs_0035567,34.625,33.97222222,35.05555556,36.55555556,0.058459731,0.031001252,0.076288758,0.136736337
MIA2,PH_hs_0014900,106.0833333,1659.277778,1109.486111,109.75,-0.020256581,3.947028927,3.366365108,0.028766345
CD300E,PH_hs_0061418,34.75,34.19444444,33.02777778,33.77777778,0.063658637,0.04040761,-0.009674437,0.022720077
CSNK1G2,PH_hs_0032034,1996.958333,2967.375,2764.583333,1841.833333,0.218369395,0.789752421,0.687627223,0.101707682
TOPORS,PH_hs_0026080,469.5208333,450.2083333,442.3611111,450.6388889,-0.110440836,-0.171037248,-0.196405449,-0.16965819
SLMO1,PH_hs_0028649,85.20833333,100.8611111,89.33333333,87.52777778,0.263175508,0.506479094,0.33137957,0.301921918
MROH9,PH_hs_0026850,46.5,46.33333333,45.19444444,42,0.028724289,0.02354405,-0.012360988,-0.118117099
SLURP1,PH_hs_0042392,78.70833333,97.58333333,112.9722222,88.22222222,-0.160987133,0.149131241,0.360392655,0.003638577
FAM212A,PH_hs_0031386,142.1041667,132.5833333,120.4444444,140.2777778,-0.158292299,-0.258341726,-0.396873306,-0.176954674
IGSF23,PH_hs_0046547,44.375,54.77777778,55.25,51.16666667,-0.179376477,0.124467144,0.136850868,0.026080653
MS4A4A,PH_hs_0016171,144.7916667,117,111.2916667,137.0833333,-0.148594725,-0.456064768,-0.528227727,-0.227520119
SLAMF1,PH_hs_0027112,95.75,105.3888889,102.6388889,100.3055556,-0.198518773,-0.060140393,-0.098285708,-0.131461652
KIAA0355,PH_hs_0025554,131.75,134.9861111,139.8055556,127.6666667,0.040720203,0.075728215,0.126338932,-0.004700868
PELI2,PH_hs_0003194,626.3333333,541.1111111,528.6388889,547.0694444,-0.11771981,-0.328725605,-0.362367912,-0.312926492
TULP1,PH_hs_0023476,37.16666667,37.66666667,37.36111111,37.44444444,-0.120941037,-0.101661975,-0.11341298,-0.110198657
TPMT,PH_hs_0024285,86.25,80.5,90.08333333,86.75,0.032421478,-0.067114196,0.095157233,0.040760779
ZFP37,PH_hs_0029228,48.04166667,50.58333333,52.80555556,51.22222222,-0.033394347,0.040981562,0.103009172,0.059089295
SYN1,PH_hs_0035705,34.75,34.16666667,34.52777778,34.58333333,0.02090899,-0.003514484,0.011653497,0.013972943
PEG10,PH_hs_0044100,35.25,35.38888889,34.94444444,35.61111111,-0.010195767,-0.004522559,-0.022755914,0.004508426
FHL2,PH_hs_0000884,535.2083333,481.7916667,492.25,412.875,0.302128548,0.150437409,0.181419175,-0.072266967
LINC01546,PH_hs_0010994,73.79166667,86.97222222,110.8333333,90.86111111,-0.115038508,0.122058287,0.471823525,0.185166538
C12orf74,PH_hs_0016181,130.625,112.1388889,142.7638889,129.0277778,-0.050197557,-0.270341914,0.078002512,-0.067946904
PRPS1,PH_hs_0000008,598.9583333,486.9722222,430.8611111,540.0833333,-0.084774194,-0.383390359,-0.560006951,-0.234047811
PDE1A,PH_hs_0033251,35.5,40.13888889,40.5,39.33333333,-0.141807326,0.03537433,0.048295557,0.006126103
DTL,PH_hs_0007225,2513.333333,1993.041667,2042.277778,2231.541667,0.188659805,-0.145970346,-0.110763112,0.017098527
KRTAP2-3,PH_hs_0037497,94,100,130.1111111,105.1111111,-0.035998198,0.05326914,0.433013309,0.125184322
NAA11,PH_hs_0016257,33.75,36.19444444,36.13888889,35.27777778,0.021533162,0.122413932,0.12019781,0.085405345
FGF14,PH_hs_0023133,51.54166667,57.33333333,63.75,59.72222222,-0.087119775,0.066515194,0.219566377,0.125408883
CYBRD1,PH_hs_0002663,234.3333333,194.6527778,201.75,252.2777778,0.004110245,-0.263549011,-0.21188327,0.110561187
DYNLRB1,PH_hs_0044934,1794.229167,1677.555556,1755.402778,1594.208333,0.245674095,0.14867047,0.214112021,0.075150101
RPS6KA2,PH_hs_0015556,131.0416667,111.0138889,116.4722222,86.47222222,0.77492325,0.535637822,0.604883563,0.175206309
ANKRD13B,PH_hs_0016469,51.75,49.61111111,60.30555556,56.94444444,0.004653859,-0.056241735,0.225385911,0.142650094
FOXA1,PH_hs_0022768,109.9166667,108.4722222,140.0277778,124.1388889,-0.133620357,-0.152704874,0.215682532,0.041924622
IL17RE,PH_hs_0061802,51.58333333,60.25,69.16666667,63.19444444,-0.273098861,-0.049042623,0.150073066,0.019793869
ZGLP1,PH_hs_0042974,156.3541667,153.8194444,169.7222222,166.6666667,-0.144215975,-0.167795754,-0.025858168,-0.052068047
FAM3B,PH_hs_0001769,49.54166667,53.08333333,53.88888889,60.08333333,-0.058262599,0.041353963,0.063082837,0.22005985
SCGB1C1,PH_hs_0007277,55,67.05555556,80.04166667,64.97222222,-0.327164743,-0.041239497,0.214154846,-0.086773312
HMGB3,PH_hs_0027590,57.45833333,48.38888889,49.91666667,51.38888889,0.094016387,-0.153823947,-0.108978162,-0.0670433
SYT8,PH_hs_0027909,45.125,47.30555556,47.44444444,47.38888889,-0.086600618,-0.018517927,-0.014288387,-0.015978715
RXFP4,PH_hs_0033746,46.58333333,49.94444444,54.38888889,52.52777778,-0.040713673,0.059796659,0.182784403,0.132553001
EPM2AIP1,PH_hs_0022073,101.2083333,87.83333333,101.3333333,113.7777778,-0.088126511,-0.292614134,-0.086345772,0.080764214
LOC100506585,PH_hs_0011413,74.95833333,89.25,96.125,86.30555556,0.010463106,0.2622264,0.369285924,0.21382766
GPR161,PH_hs_0046684,74.02083333,69.61111111,64.84722222,70.55555556,0.319088542,0.230474768,0.128201942,0.24991685
GPR161,PH_hs_0023354,47.16666667,42.58333333,42.66666667,44.97222222,0.04926122,-0.098217542,-0.095397023,-0.019472253
C9orf3,PH_hs_0024897,344.5,295.8888889,266.6944444,314.6388889,0.103054718,-0.116393743,-0.266261493,-0.027752269
CALN1,PH_hs_0061433,100.3125,77.08333333,76.19444444,73.88888889,0.119577917,-0.260432611,-0.27716576,-0.321494136
KRI1,PH_hs_0005832,186.8333333,241.875,296.1527778,235.4444444,-0.062954798,0.309554991,0.601634948,0.270680011
CHST8,PH_hs_0009988,49.83333333,62.02777778,68.19444444,57.40277778,-0.193850841,0.12195252,0.258692294,0.010158633
HFE2,PH_hs_0026648,37.16666667,36.80555556,36.69444444,36.75,0.016265054,0.002179298,-0.002182595,0
B4GAT1,PH_hs_0000905,895,818.0694444,813.6944444,758.7222222,0.24604813,0.116383764,0.108647588,0.007732241
NA,PH_hs_0063102,57.75,66.125,60.16666667,53.91666667,-0.010371684,0.185003187,0.048771801,-0.109461324
PPP6C,PH_hs_0036088,425.2916667,518.3888889,460.9722222,499.8333333,0.007794923,0.293377133,0.124022154,0.240789453
PHACTR3,PH_hs_0014968,596.375,839.5277778,750.4166667,776.2916667,-0.37844184,0.11491644,-0.046969751,0.00193718
UCN3,PH_hs_0026624,107.5833333,130.4861111,129.0277778,100.6944444,0.078064597,0.356506257,0.340291692,-0.017405909
NA,PH_hs_0018191,54.04166667,52.69444444,51,49.63888889,0.067167165,0.030745863,-0.016407757,-0.055434181
PXYLP1,PH_hs_0023739,100.4583333,114.1805556,106.8611111,94.38888889,0.108711463,0.293431205,0.197851141,0.018803164
WDR41,PH_hs_0001522,434.8958333,393.9583333,320.3888889,328.9166667,0.109591755,-0.03303508,-0.331254016,-0.293356019
OARD1,PH_hs_0020470,694.5625,641.4444444,536.4444444,606.2777778,0.075187674,-0.039592527,-0.297488077,-0.120937903
NA,PH_hs_0063050,497.25,478,450.6944444,426.4166667,-0.071459666,-0.128420419,-0.213281371,-0.29316721
SLC6A4,PH_hs_0002572,36.625,42.02777778,42.38888889,40.55555556,-0.00491549,0.193598926,0.205941901,0.142155307
WFDC8,PH_hs_0006352,37.16666667,38.38888889,37.66666667,37.41666667,-0.075617047,-0.028937547,-0.056337984,-0.065945312
C1orf159,PH_hs_0028012,394.3333333,505.1388889,500.7638889,392.7361111,0.289371121,0.646635567,0.634085984,0.28351571
MNX1-AS1,PH_hs_0063474,71.125,59.81944444,57.19444444,62.48611111,0.190352883,-0.059389352,-0.124128846,0.003531691
LEUTX,PH_hs_0033798,44.91666667,47.22222222,42.72222222,42.83333333,0.122856748,0.195071815,0.050592572,0.054339834
SRP9,PH_hs_0030607,16919.16667,19584.19444,17089.41667,17955.63889,0.044970028,0.256001303,0.059414669,0.130748503
LRRC55,PH_hs_0032134,36,35.72222222,35.97222222,38.02777778,-0.084316286,-0.095491361,-0.085429906,-0.005259558
CLEC2B,PH_hs_0029022,1411.354167,1324.347222,1052.527778,1087.75,0.227049549,0.135250907,-0.196172207,-0.148683499
LRRC49,PH_hs_0001205,121.6666667,129.6666667,114.0416667,108.8194444,0.193209844,0.285083535,0.09983691,0.032212249
NA,PH_hs_0063062,51.83333333,61.94444444,52.41666667,50.86111111,0.006975171,0.264069895,0.023120608,-0.020342024
CDK8,PH_hs_0019005,185.0208333,199.3055556,189.3888889,158.6388889,0.041695957,0.148990155,0.075359922,-0.180245293
UBE2D1,PH_hs_0007586,106.5,120.0972222,106.5555556,99.63888889,0.192967648,0.366317,0.193720031,0.096895056
PRPF40B,PH_hs_0002785,50.75,54.88888889,56.36111111,48.86111111,-0.023497181,0.089609132,0.12779505,-0.078218332
FOXK2,PH_hs_0033916,200.4375,229.75,199.75,178.4861111,0.072730489,0.269642902,0.067773543,-0.094610145
HLA-DRB1|HLA-DRB3|HLA-DRB4,PH_hs_0034480,2401.958333,2404.027778,2208.708333,2264,0.064329425,0.065571866,-0.056678781,-0.021007742
HSD17B10,PH_hs_0031984,2052.5,2265.930556,1956.972222,2008,-0.076262719,0.066458706,-0.145021663,-0.107885672
HNRNPA2B1,PH_hs_0012740,18849.25,17751.5,15360.83333,16936.41667,0.013411753,-0.07315443,-0.281838882,-0.1409667
CALR3,PH_hs_0015678,41.16666667,45.97222222,44.63888889,44.86111111,-0.219050914,-0.059765145,-0.102226433,-0.095062197
NA,PH_hs_0063101,47,48.47222222,45.36111111,45.36111111,-0.065019792,-0.020522324,-0.116224569,-0.116224569
TEF,PH_hs_0010718,57.4375,54.43055556,46.86111111,48.97222222,0.122821863,0.045245667,-0.170779932,-0.107207431
MTA1,PH_hs_0005642,1983.875,2024.930556,1706.930556,1536.236111,0.091080702,0.120632006,-0.12583606,-0.277840458
LOC100133050,PH_hs_0037171,228.75,289.4861111,251.0972222,264.6111111,-0.104886572,0.234835817,0.029587753,0.105215327
TMEM235,PH_hs_0063497,50.45833333,61.83333333,59.22222222,52.61111111,-0.093407205,0.199885022,0.137638867,-0.03313224
ZNF626,PH_hs_0016445,43.41666667,47.63888889,48.05555556,47.22222222,-0.104143455,0.029747343,0.042310805,0.017073513
PRAMEF15|PRAMEF9|PRAMEF4|PRAMEF11,PH_hs_0036544,35.25,35.75,33.47222222,32.83333333,-0.010195767,0.010124217,-0.08485469,-0.112657801
VN1R5,PH_hs_0020209,69.41666667,90.19444444,90.08333333,76.77777778,-0.121194555,0.256561929,0.254783568,0.02421216
INPP5B,PH_hs_0032042,349.5833333,343.7222222,357.8333333,301.8194444,0.165632541,0.141239263,0.199283921,-0.046318111
NA,PH_hs_0063099,58.60416667,65.61111111,62.13888889,59,-0.113858806,0.049078105,-0.029365603,-0.104147093
CSTF3,PH_hs_0010656,2734.541667,3188.125,2713.472222,2435.777778,0.077070995,0.298480146,0.065912091,-0.089845531
ZDHHC20,PH_hs_0040521,74.25,87,84.30555556,81.30555556,0.041058407,0.269682782,0.224295086,0.172021315
COL18A1-AS1,PH_hs_0034436,52,48.63888889,46.72222222,44.88888889,0.156119202,0.059717851,0.001716473,-0.056034035
RAB28,PH_hs_0023665,485.6458333,410.8333333,369.7777778,380.0694444,0.06681657,-0.174534773,-0.326429487,-0.286824969
ZNF561,PH_hs_0043115,63.91666667,65.05555556,76.34722222,64.94444444,0.192913811,0.218393904,0.449297307,0.215927758
ZNF204P,PH_hs_0030965,35.25,34.80555556,34.52777778,34.25,0.084268917,0.065963262,0.054403144,0.042749647
EOGT,PH_hs_0000607,169.9583333,178.5416667,148.5138889,195.1805556,0.060309137,0.131388834,-0.134274108,0.25993737
TMEM252,PH_hs_0022222,56.16666667,61.72222222,67.38888889,60.91666667,-0.103241106,0.032834714,0.159555447,0.013881709
GLUD2,PH_hs_0032894,384.75,364.3194444,337,385.7638889,-0.167944637,-0.246661967,-0.359117372,-0.164147864
SH2D3A,PH_hs_0063542,105.2916667,113.5277778,123.9722222,110.3194444,0.127660398,0.236314477,0.36328604,0.194956237
CXCR6,PH_hs_0031152,120,109.1805556,127.5833333,117.2222222,0.038582462,-0.097736,0.126987933,0.004794149
ZFP1,PH_hs_0024481,77.79166667,66.75,62.16666667,71.02777778,0.063989847,-0.156857933,-0.259484545,-0.067242421
COQ2,PH_hs_0022584,338,330.7638889,335.0833333,347.4444444,-0.074516246,-0.105737755,-0.087019562,-0.034757179
NA,PH_hs_0063087,40.20833333,53.38888889,54.25,52.98611111,-0.036899583,0.372145405,0.395229018,0.361220126
ARL6,PH_hs_0022952,41.29166667,43.36111111,42.38888889,43.61111111,0.168106402,0.238657476,0.205941901,0.246951498
GATA1,PH_hs_0000089,159.4166667,169.0555556,221.5,180.375,-0.208535861,-0.123840901,0.26596837,-0.030338934
UBQLN1,PH_hs_0000988,501.6875,577,549.8333333,620.3472222,-0.037199707,0.164582619,0.095005672,0.269087251
HSPH1,PH_hs_0031157,1198,1499.541667,1428.652778,1445.013889,-0.26209746,0.061796241,-0.008070045,0.008357991
AKR1C1|AKR1C3|AKR1C4,PH_hs_0029660,59.25,65.41666667,69.27777778,69.16666667,-0.237961224,-0.09511813,-0.012383724,-0.014699447
HS3ST5,PH_hs_0026594,36,36,35.41666667,35.83333333,0.071892918,0.071892918,0.048324447,0.065198266
NA,PH_hs_0063090,38.875,40.72222222,43.55555556,40.33333333,-0.120108666,-0.05313505,0.043905406,-0.0669787
42248,PH_hs_0026660,37.79166667,38.11111111,39.05555556,38.63888889,-0.014245048,-0.002101523,0.03321459,0.017740416
CTAGE5,PH_hs_0028418,43,42.02777778,45.58333333,42.44444444,-0.046764467,-0.079757951,0.0374053,-0.065525395
GSK3A,PH_hs_0020452,1445.75,1499.472222,1742.5,1372.708333,0.390003869,0.442640564,0.659344423,0.315210888
SDR9C7,PH_hs_0018472,40.04166667,42.94444444,43.58333333,42,-0.042892094,0.058077388,0.079382421,0.025995209
EIF1,PH_hs_0039065,5251.479167,8177.805556,7121.194444,8192.777778,0.456195824,1.095185745,0.895591231,1.097824668
TMEM207,PH_hs_0031717,40.04166667,37.80555556,38.55555556,39.41666667,0.031875674,-0.051028096,-0.022687595,0.009179427
ANXA8|ANXA8L1,PH_hs_0062099,240.4583333,196,200.2777778,172.8055556,-0.185534102,-0.480467373,-0.449318674,-0.662171428
MBP,PH_hs_0048462,45.625,50.30555556,48.30555556,46.52777778,0.257511366,0.398404542,0.339875928,0.285779091
MRPL38,PH_hs_0025859,2057.25,2733.444444,2561.694444,2081.388889,0.394055217,0.804058148,0.710436497,0.410884639
UBR1,PH_hs_0022597,52,55.41666667,53,52.55555556,-0.049988136,0.041820176,-0.022507399,-0.034656482
SH3GL1,PH_hs_0029050,1737.791667,2183.875,2082.902778,1825.180556,0.279979443,0.609614589,0.541319808,0.350763496
LAPTM4A,PH_hs_0006131,2200.75,1827.694444,1682.041667,1847.666667,0.100115247,-0.167855122,-0.287666577,-0.152175514
GOSR2,PH_hs_0025245,373.5,349.0555556,340.1527778,298.6944444,0.128694688,0.031043119,-0.006230684,-0.19374315
TLN2,PH_hs_0022556,50.91666667,49.77777778,48.5,47.72222222,0.087610424,0.054974276,0.017457197,-0.005866325
RXRB,PH_hs_0024444,263.2083333,262.8333333,268.8333333,200.7361111,0.194571305,0.192514393,0.225078171,-0.19633369
KRTAP20-4,PH_hs_0042935,245.2916667,223.0277778,181.6805556,181.0277778,-0.056470417,-0.193745232,-0.489564616,-0.494757551
PIN1,PH_hs_0033354,1929.583333,2374.722222,2456.472222,1965.333333,0.296223584,0.595693,0.644522158,0.322708257
DEFB104B|DEFB104A,PH_hs_0027391,50.16666667,57.72222222,53.61111111,48,0.029048533,0.231446294,0.124851487,-0.034646143
H3F3B,PH_hs_0032025,1608.916667,1574.513889,1504.347222,1319.583333,0.08839953,0.057216409,-0.008552477,-0.197607613
SCP2,PH_hs_0004367,9515.166667,8966.013889,8674,9451.541667,0.019833751,-0.065928441,-0.113697732,0.010154495
SLC46A2,PH_hs_0026802,81.70833333,82.63888889,75.66666667,71.80555556,0.031986815,0.048324447,-0.078838518,-0.154400941
ST6GAL1,PH_hs_0000340,1239.666667,1182.138889,1141.680556,1015.777778,0.090344853,0.021792152,-0.028448356,-0.197022577
LRRFIP2,PH_hs_0060748,896.6875,847.6805556,752.8472222,701.7777778,0.317443515,0.236358922,0.065195352,-0.036147507
RRP12,PH_hs_0025320,239.375,276.6527778,252.1111111,219.1111111,-0.106233426,0.102570496,-0.031446211,-0.233843268
REXO4,PH_hs_0030694,637.4583333,727.1666667,575.8055556,542.7222222,0.07172429,0.261679313,-0.075025047,-0.160392773
HAS3,PH_hs_0045742,36.66666667,36.80555556,37.80555556,34.97222222,0.046650093,0.052104523,0.090779231,-0.021609553
PCLO,PH_hs_0033874,90.83333333,96.61111111,97.43055556,79.22222222,0.146132505,0.235099802,0.247284973,-0.051184149
NFIX,PH_hs_0002882,308.125,347.9166667,264.125,248.7916667,-0.185555653,-0.010329603,-0.407850532,-0.494133232
SRSF3,PH_hs_0024643,11131.95833,11469.41667,9242.527778,10759.16667,-0.157551146,-0.114466542,-0.42589918,-0.206692219
SYNJ2,PH_hs_0035978,440.625,481.4305556,404.0833333,404.0416667,-0.082454581,0.045321777,-0.207353086,-0.207501855
FAM213A,PH_hs_0026509,103.7083333,168.3055556,126.3333333,148.5833333,0.105800964,0.804351939,0.390504488,0.624541437
TBC1D17,PH_hs_0016168,1084.916667,1021.097222,892.8333333,798.875,0.487644823,0.400180827,0.206523386,0.046102278
NEK9,PH_hs_0000740,285.1458333,249.5,246.3055556,227.75,-0.097700438,-0.290360574,-0.308951221,-0.421949336
FAM101B,PH_hs_0026528,426.7916667,598.3333333,537.4722222,527.0694444,0.012874344,0.500291775,0.345532532,0.317335394
SEMA4B,PH_hs_0025040,65.79166667,66.05555556,60.08333333,57.91666667,0.265045896,0.270820939,0.134105889,0.081119607
ZNF559-ZNF177|ZNF177,PH_hs_0062152,72.02083333,77.97222222,76.97222222,74.02777778,0.061817931,0.17636389,0.157741537,0.101470359
OR2T6,PH_hs_0042859,76.875,93.41666667,90.11111111,75.11111111,-0.113490904,0.167674557,0.115699598,-0.14697907
TCEAL1,PH_hs_0031421,192.8958333,186.1805556,162.5972222,200.6666667,-0.066533312,-0.117652885,-0.313052682,-0.009554307
GLS,PH_hs_0022414,598.0833333,654.9861111,669.6111111,475.1666667,0.227258516,0.358376316,0.390235468,-0.104654365
PTPRE,PH_hs_0025649,235.625,222.9583333,188.0138889,200.6805556,0.106110824,0.026392328,-0.219542555,-0.125480958
LRRC43,PH_hs_0018173,66.83333333,65.47222222,63.5,57.75,0.100563967,0.070879083,0.026752728,-0.110182918
ACTN4,PH_hs_0025909,5662.666667,5824.972222,6109.611111,5112.638889,0.559999644,0.600769206,0.669598589,0.412586167
SYP,PH_hs_0004358,49.08333333,52.36111111,54.30555556,48.75,-0.033890368,0.059372116,0.1119762,-0.043721377
TRPC3,PH_hs_0027880,36.16666667,37,36.30555556,35.88888889,-0.023083613,0.009781021,-0.01755392,-0.034206992
OFD1,PH_hs_0028733,1205.791667,1361.305556,1283.986111,1331.236111,-0.0017438,0.173266464,0.088905133,0.14104201
RWDD3|TMEM56-RWDD3,PH_hs_0062169,1445.4375,1644.097222,1348.958333,1316.333333,0.251044751,0.436834136,0.151384309,0.116063389
IL31,PH_hs_0042893,48.54166667,51.13888889,49.97222222,47.27777778,-0.08768136,-0.012484189,-0.045778629,-0.125742778
NKAIN4,PH_hs_0003305,55.4375,55.94444444,57.41666667,54.69444444,0.141738603,0.154871275,0.192345981,0.122270703
RMDN2,PH_hs_0001024,200.7083333,244.0416667,185.5,205.9722222,-0.05148301,0.23054396,-0.165164342,-0.014133742
SLC7A13,PH_hs_0027257,33.33333333,35.72222222,35.97222222,35.02777778,-0.09085343,0.009002806,0.019064262,-0.019319561
IPO4,PH_hs_0024882,624.7291667,750.3333333,748.7083333,579.3611111,0.041732447,0.306033212,0.302905373,-0.067035591
BCAP29,PH_hs_0061684,252.1666667,269.3194444,247.8333333,265.4444444,0.006690218,0.10163103,-0.018317123,0.080722583
PROSC,PH_hs_0015582,1723.208333,2090.513889,1748.25,1586.194444,0.060592374,0.33935287,0.081406747,-0.058935123
CAMTA1,PH_hs_0023251,100.125,93.47222222,90.19444444,97.72222222,-0.042008852,-0.141201496,-0.192700616,-0.077052518
TACR3,PH_hs_0000121,54.35416667,51.05555556,50.91666667,57.61111111,0.043219539,-0.047103139,-0.05103312,0.127175989
MPP7,PH_hs_0016907,35.5,34.91666667,34.86111111,35.22222222,0.051715037,0.02781185,0.025514564,0.040381946
LOC100129484,PH_hs_0008837,141.4166667,188.9166667,216.1111111,162.3333333,-0.098174801,0.319623025,0.513646289,0.100832312
CGB|CGB5|CGB7|CGB8,PH_hs_0062047,72.45833333,75.29166667,80.02777778,79.91666667,-0.059325023,-0.003986449,0.084024204,0.082019765
HSPA1A,PH_hs_0044921,1657.541667,2504.555556,2055.527778,1623.833333,-0.02819151,0.567317966,0.282272221,-0.057833082
